subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
246,0.202,0.185,0.71,0.025,1.214,79.01408193151822,1867.8636950090124,0.201,0.187,0.712,0.027,1.311,88.60301430449331,1872.509433568022
