subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
441,0.075,0.425,0.665,0.014,1.292,37.41175364650376,1836.2939973367177,0.076,0.425,0.695,0.015,1.315,49.4463215250393,1836.459151760645
