subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
33,0.055,0.477,0.239,0.018,1.785,191.32802448722262,2267.3883267621804,0.056,0.477,0.249,0.016,1.876,204.28496306707655,2234.880385914391
