subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
461,0.19,0.207,0.409,0.006,1.658,29.18308422369836,1817.1149590518805,0.191,0.21,0.425,0.006,1.689,27.952722826047175,1810.039171534698
