subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
377,0.077,0.436,0.21,0.108,1.387,130.0523975464493,2057.204947091339,0.078,0.431,0.205,0.014,1.507,124.80703089829666,2031.1474069571907
