subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
269,0.058,0.351,0.414,0.011,1.652,36.44905545993472,1954.007346112237,0.058,0.351,0.426,0.012,1.686,56.352823408967836,1958.1939923355444
