,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.5584273692572843,0.06124525984547314,2.4396597862007723,2.5165852059679783,2.557986729482348,2.5971485684230555,2.687863540172368,0.004447570846456126
a_std,0.8986823754591058,0.03793397784477947,0.8280141349217919,0.8751698302645388,0.8979195156438922,0.9219103019445263,0.9796737541013071,0.001748135456038908
a_subj.2,3.4373311356480643,0.4745424081864036,2.546406856966129,3.110542335777267,3.4226063057750995,3.7510907753705034,4.405133209164414,0.03176284803247137
a_subj.3,3.365853816345499,0.37581975952254704,2.6575270461967584,3.098795552624076,3.359941769620531,3.6261638265023945,4.122748950053177,0.017537636158708104
a_subj.4,2.312138388324245,0.3726367929718172,1.6062582936652565,2.0641585331241084,2.287059720677712,2.554000768751139,3.0950662077462106,0.022658523933771907
a_subj.5,2.0982125997952066,0.4003422003445095,1.332360807035392,1.800404796858849,2.1254515773394616,2.38411135512744,2.8236889010935164,0.02495441394228392
a_subj.6,2.4191317144324103,0.33806280706644376,1.7738304843094823,2.197554717484475,2.4104211812082488,2.6245230241519217,3.135961620384038,0.015171817325155343
a_subj.7,3.46587343470171,0.43633972562481366,2.6550281609100175,3.15926012608138,3.462780450949232,3.745110614291724,4.358399284420413,0.02582036133349227
a_subj.8,2.742413228778916,0.4358405283982437,1.8897800776080411,2.4414339921401664,2.7422143041114873,3.0420190420411948,3.6134600324636033,0.0299868699905047
a_subj.10,2.361046888293661,0.3602794086549787,1.6490187720283553,2.1321137454156767,2.3388249780427617,2.583046094644257,3.089482610629472,0.020359317019434286
a_subj.12,2.5040950458362463,0.3277068243309929,1.9391284556697648,2.264685504658095,2.4852302376018254,2.719034480172293,3.165093527591367,0.016392842264166395
a_subj.13,3.336396297353392,0.43964294682881017,2.5221066993510024,3.0510201327104887,3.3293387447328113,3.612778080645512,4.23867587055918,0.023171487690220618
a_subj.15,2.920793231752006,0.40332265868553047,2.193326524338181,2.639538198870924,2.905414165760543,3.1920751694611416,3.744323921887318,0.022996840397179093
a_subj.16,3.326293610674332,0.401475010205582,2.5555936956950527,3.0365605457725113,3.3535460075993972,3.5967997779117953,4.104205751721312,0.019007267340376784
a_subj.17,1.908006653199986,0.481154181169475,1.1702773111701341,1.4881821867996265,1.890997146562822,2.288517344883041,2.852250717642869,0.035521840707108676
a_subj.18,3.763827878992524,0.42731994026131437,2.953118455751138,3.4601198094892665,3.744337754883697,4.049184580307772,4.652166785637843,0.021603147342477765
a_subj.19,2.0634069106450457,0.31877227308828454,1.4773234819521956,1.8367125879215915,2.043774255941706,2.2667562081888866,2.7440134505424494,0.016280344812339358
a_subj.20,1.0698213799512117,0.12194906117955648,0.8587269408186442,0.9825455519235682,1.0585317468609259,1.1439115084979494,1.3315277848250793,0.00429932853275178
a_subj.21,2.2591316753666515,0.35404798528821363,1.5925504122869902,2.0280981195900383,2.234259208157699,2.4911745876979694,2.997357492866056,0.01945106260395754
a_subj.22,2.2756317651290328,0.3324201193547392,1.6385326307759096,2.0433865671819897,2.2714007986954425,2.5026012493365197,2.912340329483123,0.01804873326687489
a_subj.23,2.1115397480385005,0.32208340968514737,1.5258365719588385,1.890781839774888,2.098970064314845,2.315472300371848,2.752342494208516,0.016044228061004757
a_subj.24,1.485715213504847,0.2919511122166721,1.058624603285476,1.2770997428676893,1.4256528327270388,1.6410731945073236,2.200885175132116,0.015661122143720466
a_subj.25,2.1916444168334883,0.34054031888821024,1.4716111284111522,1.9734666078082002,2.206337592456412,2.418117380890948,2.8066206251973256,0.016626157495046378
a_subj.26,3.958736823630708,0.43322231583602006,3.169725935381453,3.659133737914169,3.925919047774207,4.23398564059845,4.890908574103084,0.020262488257123568
a_subj.27,2.7178861914335863,0.33642490182366647,2.098513512391754,2.4897706261264054,2.702352796147021,2.940288360881563,3.398311286784019,0.015677141180377458
a_subj.28,2.8248877887889488,0.3755996040113694,2.1024755243961937,2.5590997976562275,2.804124916773324,3.0860067694128874,3.579466079619695,0.017208923424754087
a_subj.30,2.345524333032485,0.38891774807222307,1.6248461570361104,2.0697908712357083,2.322077822431451,2.6096462638351436,3.1533819419286777,0.026649955671838015
a_subj.31,1.8838210196955452,0.31863967552597156,1.3894447619222898,1.6469031751464445,1.8396790553549818,2.0892585149287495,2.5813603621940993,0.014732043237303209
a_subj.32,2.231792281396559,0.34126398472830577,1.575551615114778,1.9954486970097667,2.2150118159743113,2.468615013606418,2.9162195183053483,0.02009287454876067
a_subj.33,4.712627215008128,0.48068959558562696,3.760043654047558,4.389021331917903,4.709001595505938,5.049730827814283,5.663401789729749,0.02017048700041036
a_subj.34,1.625606546782851,0.2913097644243752,1.120085291922444,1.419821565422561,1.5999810896213593,1.819269457436571,2.262530754332522,0.01584585078229053
a_subj.35,3.392940144170041,0.4187700394925058,2.650255535168767,3.10022925486806,3.3906364129001956,3.665097720134843,4.249104088592407,0.0218921124422465
a_subj.36,3.0774236933094192,0.36887563360497044,2.36415720747409,2.8208072786534735,3.0777134849968197,3.3257638467375914,3.84064595716824,0.016832603238595964
a_subj.37,2.8688498627709205,0.4020771768128256,2.1573572379105603,2.589369350876163,2.8436183148619687,3.1294678337746977,3.6730508089639327,0.02363172896493708
a_subj.38,8.517234467777206,0.7212100990657833,7.243809240913526,7.9806764573668705,8.487130946052023,9.014689129972819,9.973757428892915,0.040712804408190764
a_subj.39,2.180207114255051,0.32347402794323776,1.560129486714276,1.959303477688945,2.190937497892156,2.4037705954133903,2.8008225198590373,0.01829917995827175
a_subj.40,3.0599038335741966,0.3189379505105304,2.4674857500274774,2.834569025355616,3.055318025491187,3.2700758111970094,3.694337732017237,0.011612971654437925
a_subj.42,3.170420087345066,0.39548552740506504,2.449902798876378,2.8856260770930318,3.1607786884130897,3.43295533141124,3.9896462616151123,0.02157864336767866
a_subj.43,1.9071162433440012,0.4275566798522797,1.0441566408510072,1.6422815446968213,1.947754800583987,2.195290130975732,2.7041546397060627,0.029379615388546648
a_subj.45,3.0954041493420936,0.383913282139507,2.3557880337464967,2.8259960601768253,3.1021031143384725,3.360187600817395,3.870945301395685,0.017890050520860176
a_subj.46,3.038601055214194,0.44856805452875476,2.206936352140897,2.7219443828908556,3.0278313433061266,3.345823675673869,3.9355672743125703,0.026306541369541785
a_subj.47,2.808685782826025,0.3612976946115589,2.1256845313653345,2.5528919085390553,2.8054484722694975,3.064616476821608,3.482456736430054,0.019522744066819503
a_subj.48,3.6002961425321973,0.4568988443614022,2.797420180789204,3.287266828765107,3.575919764284097,3.8930898653220702,4.5309372973626445,0.02466425448462029
a_subj.50,2.677278003653023,0.3314174340618929,2.048108375668162,2.4550720708152634,2.675056372221082,2.883091433173106,3.4015396598366503,0.013264619597890706
a_subj.51,0.9989964352585995,0.08886055099539254,0.8476381438289515,0.9378868776087899,0.9923057545162632,1.0557931456341083,1.1991659566727277,0.002602987844834905
a_subj.52,3.0043272878504315,0.38464579827122053,2.268266953027436,2.751230540843756,3.0003875918019487,3.272360152376684,3.781122553597393,0.021150732080756535
a_subj.53,1.520656217639217,0.3185236828631083,0.9363580226324623,1.3007182272648192,1.5076906986106786,1.7342830976015495,2.178893934683148,0.02075236509116084
a_subj.54,3.5557404896162104,0.41739249077909646,2.773409760374975,3.2681717588450225,3.5442909004343934,3.824790148473925,4.408471526743829,0.022415971480179993
a_subj.56,2.239570125123109,0.3050532428953169,1.6871297293775955,2.0289495495564522,2.230782517878411,2.430386970300752,2.8686125129183355,0.015704152593614663
a_subj.57,2.119644771956545,0.3030067939535508,1.5522373817946098,1.911722790068334,2.102636246610871,2.3294853935111495,2.745932542040741,0.014771641565759785
a_subj.58,4.144226824625662,0.4612419123394444,3.2771845677921747,3.83099338915667,4.127928036670033,4.465641895089916,5.0323386451223895,0.022480860016403554
a_subj.60,1.0622894463659642,0.10087543490969525,0.8832113872018084,0.9927027188701397,1.0558954012783883,1.1246512078070086,1.276677705250849,0.003354632024418236
a_subj.62,1.2252197357651997,0.0975827064209863,1.0574425008718749,1.1549268580133896,1.2167291221733318,1.2948078463218446,1.4196139532321337,0.002758538860676573
a_subj.63,2.495487525391155,0.37412798025437766,1.7886479912448618,2.2183477659268434,2.4881818684398143,2.741635150337504,3.242743008895352,0.01731422778941879
a_subj.64,1.0048772031395927,0.08360577275623281,0.857600124225252,0.9469602783901034,1.0014791435040862,1.0558894937742869,1.1828090630636647,0.002698182451931861
a_subj.65,2.1554317465363835,0.3149803940574516,1.6000307612557658,1.9257845847578192,2.127014172476808,2.374515319009108,2.796734826598862,0.01701122953493698
a_subj.66,2.0005289742141943,0.35228534178873544,1.3232325580720792,1.766562917568566,2.019462466093027,2.2511139616402436,2.6595321124824594,0.01885314659024416
a_subj.67,2.548004228618246,0.31769734489454615,1.985516894904273,2.3239515583609274,2.535472221528071,2.74506283921389,3.2721857007882154,0.01222201375205087
a_subj.68,2.975678097611973,0.3954731451330081,2.2360929363111546,2.706044369131882,2.949343743881121,3.2402471032611295,3.803364341158996,0.021691816221943612
a_subj.69,1.6826589731307326,0.21265050344139094,1.3369526085230294,1.535422553410772,1.6603329013653765,1.7981011066167536,2.1587664245695737,0.007787880305276482
a_subj.70,1.5837792384869704,0.3742482061557689,1.1377043552106947,1.3189218264363416,1.4662983021011833,1.7541966202985901,2.497603791395602,0.026715143137509067
a_subj.71,4.242735954985798,0.4445909033350824,3.469686007124037,3.9119595678080605,4.22587551158242,4.537723934243871,5.172100979181859,0.021680706513796257
a_subj.72,2.231003346805907,0.361005739219059,1.5365154442865223,1.9709402279575645,2.2263693739970725,2.4664889966293737,2.9823231030945396,0.01969008074902171
a_subj.76,3.11869629619105,0.37461370748524003,2.4062346914126036,2.8668397707304627,3.1121404193528757,3.3547577211449138,3.9227590471915006,0.01798804719431739
a_subj.78,2.3547759596063704,0.3828151666964439,1.6245720354482527,2.090737017599237,2.356384933743934,2.601709229063988,3.135891991568186,0.01948908960860796
a_subj.80,2.58041375137089,0.3804290175065553,1.8451589672983704,2.3316517166178743,2.574091732752561,2.832359211500458,3.3396248514615774,0.02128505017202386
a_subj.81,2.1552617879521074,0.3447361600680042,1.5298284191173854,1.9067970034391697,2.1395897383162414,2.386953360690511,2.873298334551879,0.01744949630145058
a_subj.83,1.9396287324172923,0.32763914468519456,1.3330963782998095,1.701171611457689,1.9387285602763,2.1591957979097574,2.5936368578470512,0.01844464418074013
a_subj.84,2.7003667609408595,0.3365556967591876,2.074457614472876,2.460695019591146,2.6894123908753977,2.927411891201145,3.4158888114153783,0.014529557182146994
a_subj.85,2.8215431871425003,0.4133418072373197,2.0472294799732835,2.5343496088462087,2.803908478628336,3.080279881320821,3.65977288681728,0.021992387462497286
a_subj.86,2.5954433276098703,0.401321563224032,1.7666478288658332,2.3274928215360537,2.611823320494901,2.8647199786574995,3.372697441078566,0.02108720245323776
a_subj.88,2.910075199014841,0.36282932066463697,2.2636460965430394,2.641448433211642,2.889852618394205,3.1628673903789735,3.6729643421330183,0.01725604789321786
a_subj.89,3.464530736815909,0.4316987194894987,2.7068463737894026,3.1725299316517064,3.433759103423397,3.748151642850483,4.371141964994505,0.022218387921061195
a_subj.90,3.1390401690371452,0.4067946067660004,2.381777593664581,2.845417983410453,3.126046987007086,3.409677876837838,3.962958976536363,0.018554014057799266
a_subj.91,3.170317890451473,0.4017718913292643,2.4248149324308885,2.8947339147372775,3.150626537110537,3.4516805840285683,3.9643783549901497,0.019896222006716837
a_subj.92,2.1284398449712514,0.6338528233783306,1.0921423446941771,1.4678050755067684,2.285789902569731,2.634761644080206,3.1569497748968587,0.054193700204121065
a_subj.93,1.6926225532964165,0.24265777990741724,1.3217560345698183,1.5264186317274477,1.6631928112880703,1.8154486014212505,2.2857371447467765,0.010249752867875262
