,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.5477147820224997,0.06187850775604742,2.429459101585704,2.5059862842979506,2.5457089557209525,2.5876537304820175,2.678175366408276,0.004246448174423456
a_std,0.8919022891284908,0.03789919963951873,0.8185911643531976,0.86544332379944,0.8913969836915006,0.917340683766553,0.9696350030597845,0.0017680682672759425
a_subj.2,3.3862161042985597,0.4519191586069881,2.5417741090837715,3.078007206324664,3.3709593480031304,3.669921506893691,4.335332056758785,0.028126828352103735
a_subj.3,3.345955903703929,0.37377295514612646,2.607787944201287,3.1009067805489043,3.3558191619678053,3.575885434341229,4.099756488126931,0.016521964362371824
a_subj.4,2.3066650842365517,0.3645821349223647,1.6238337016483515,2.065728660358984,2.3000696504950118,2.5469928237131683,3.0411483266597408,0.022398633824442644
a_subj.5,2.1069199333600968,0.42208212848434873,1.2931512378233512,1.8158844955925904,2.129473061021646,2.3951981113255094,2.8928130199019524,0.024003261039921234
a_subj.6,2.353691000182685,0.3577300656571921,1.6498086150155904,2.120851796166136,2.356314598982889,2.579872152089849,3.097243110568955,0.018645228037199348
a_subj.7,3.447726707475002,0.45056465832907566,2.6243915150744748,3.1329034303617864,3.413856258882988,3.7553379777322338,4.364719162662967,0.02513496376453509
a_subj.8,2.740879233735754,0.419596883763947,2.0115108968600888,2.44358374081647,2.717522808347187,3.0214896926754937,3.593182724285204,0.025406642258048583
a_subj.10,2.369622381957156,0.35148349729713213,1.7329939736669882,2.1371525395910833,2.3542611179116437,2.5851110351951174,3.1396473808987544,0.019477374580329776
a_subj.12,2.5625488238394896,0.35025589669743107,1.9249900590573847,2.327781321956999,2.558116681178659,2.782945837495363,3.2504645794695883,0.019069288575017128
a_subj.13,3.4046102969169367,0.4387058961812339,2.5765303771989325,3.1034221808897606,3.3884340313859442,3.6760570525223555,4.333219867282167,0.024434710519802456
a_subj.15,2.8723272393421437,0.4031645266163744,2.1128376482117757,2.6067021116496076,2.8484585191707303,3.133276190468261,3.737433924902069,0.021743065634606932
a_subj.16,3.257013324134031,0.3894549888426903,2.5557452833730943,2.9910284842910415,3.2356916760115237,3.5193375595605154,4.09166580527744,0.019207826798121285
a_subj.17,2.006455860146085,0.4610676571305609,1.1642057745902614,1.6387117739046646,2.041441800938755,2.3192258393861063,2.8937137630230607,0.03228546766787994
a_subj.18,3.7440287935733583,0.4427489995201184,2.878914839233523,3.448909126589009,3.736496408396769,4.030513673332788,4.645602427658067,0.020630920814916114
a_subj.19,2.0605427314875118,0.2943263128947973,1.518995923822789,1.8619936376567756,2.0412261810056744,2.245802528092535,2.696228734700161,0.014960886890745786
a_subj.20,1.0563358973909343,0.11861200789137069,0.8465958017195185,0.9705796001382292,1.0510098777597174,1.133843601284957,1.2998531115505947,0.004011004636153433
a_subj.21,2.241097578516024,0.3496731172809444,1.5676999887356444,2.0128265546729134,2.2288899834850273,2.459588211142154,2.9434321387365974,0.02018148521819995
a_subj.22,2.2438417598304192,0.3116813064440708,1.6518520088519069,2.0311204433667776,2.2340327218665244,2.449658929686993,2.8871024336696913,0.017465524925414595
a_subj.23,2.067107774509475,0.32142700096961596,1.4574312600492214,1.8382324107066714,2.0723907335080636,2.2897478715711665,2.6774950258215187,0.01504443303025177
a_subj.24,1.4789714004705081,0.28566152793245414,1.0672135260033933,1.2670618128141382,1.4165687218000729,1.6401282785063758,2.1565863797119986,0.014436966124572872
a_subj.25,2.11505924618221,0.33521452490639314,1.4471050894039128,1.896548127888645,2.103512323669061,2.341794613277684,2.7791009641015822,0.017685810125221
a_subj.26,3.9366727466757796,0.457673496790204,3.088220724744948,3.612578482215449,3.93396863560042,4.252249534440844,4.879579752453177,0.021461677025649818
a_subj.27,2.7735986973265576,0.34685455362223827,2.141685895242827,2.5397334669913465,2.7547395960238434,3.001023363783935,3.4989205086079136,0.01827058478093621
a_subj.28,2.8152531151135136,0.3799050744289106,2.0742572348817037,2.5662690171846676,2.798316111570404,3.0651940449333344,3.60574326290177,0.018900500982127345
a_subj.30,2.354626414365956,0.4113440590181195,1.646720562353596,2.061492782231245,2.334136260493567,2.6215227791785876,3.25710362066898,0.028185246064913246
a_subj.31,1.8511769797428508,0.3160958398506476,1.3738261018519724,1.6156654502282595,1.7954870577137112,2.0557154280820757,2.5723612963090736,0.016474081282405864
