subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
253,0.131,0.317,0.498,0.026,1.706,100.7861549492282,1885.9674400674137,0.128,0.32,0.503,0.023,1.786,123.32515791245018,1908.7193448391406
