subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
45,0.241,0.352,0.525,0.023,1.641,32.18430244026545,1851.6741417654268,0.242,0.358,0.534,0.024,1.779,54.54164951996454,1837.364242249005
