subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
522,0.069,0.495,0.226,0.097,1.581,162.29129983168878,2090.6710191122434,0.07,0.493,0.227,0.076,1.731,194.8840987734451,2086.1206606627625
