subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
564,0.156,0.342,0.636,0.017,1.233,111.18594081554377,1922.5022907100572,0.158,0.344,0.645,0.024,1.263,147.58973705691977,1930.5417574758362
