id,meta_start,meta_end,meta_duration,meta_finished,meta_recorded,meta_captcha,meta_browser,meta_version,meta_operating system,meta_resolution_width,meta_resolution_height,meta_feedback,meta_resolution_ratio,meta_task_duration,meta_state_duration,meta_ace_duration,meta_temp_orient_duration,meta_psychopath_duration,meta_dems_duration,meta_task_duration_z,meta_state_duration_z,meta_ace_duration_z,meta_temp_orient_duration_z,meta_psychopath_duration_z,meta_dems_duration_z,stai_s01,stai_s02,stai_s03,stai_s04,stai_s05,stai_s06,stai_s07,stai_s08,stai_s09,stai_s10,stai_s11,stai_s12,stai_s13,stai_s14,stai_s15,stai_s16,stai_s17,stai_s18,stai_s19,stai_s20,sd_stai,sick,meal,hungry,sleep,rested,stai_s_mean,stai_s_missing,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,sd_quic,sd_chaos,pcunp_mean,pcunp_missing,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_pcunp_quic_comp,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,aces_fighting1,aces_fighting2,sd_violence,nvs_mean,nvs_missing,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,dems_edu_first,dems_edu_second,dems_income_past,dems_class_past,sd_ses,edu_caregivers,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,sd_fos,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01,depression02,depression03,depression04,depression05,depression06,depression07,depression08,depression09,depression10,depression11,depression12,depression13,depression14,depression15,depression16,depression17,depression18,depression19,depression20,sd_depression,depression_mean,impuls_missing.y,family_composition,fam_composition_multiple,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,dems_born_us,dems_class_current,dems_edu,dems_occupation,dems_income,weight,height,activity,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,counterbalance,rt_flanker_congruent_deg,rt_flanker_congruent_enh,rt_flanker_congruent_std,rt_flanker_incongruent_deg,rt_flanker_incongruent_enh,rt_flanker_incongruent_std,acc_flanker_congruent_deg,acc_flanker_congruent_enh,acc_flanker_congruent_std,acc_flanker_incongruent_deg,acc_flanker_incongruent_enh,acc_flanker_incongruent_std,a_flanker_std,t0_flanker_std,p_flanker_std,rd_flanker_std,sda_flanker_std,g2_flanker_std,bbic_flanker_std,a_flanker_enh,t0_flanker_enh,p_flanker_enh,rd_flanker_enh,sda_flanker_enh,g2_flanker_enh,bbic_flanker_enh,a_flanker_deg,t0_flanker_deg,p_flanker_deg,rd_flanker_deg,sda_flanker_deg,g2_flanker_deg,bbic_flanker_deg,interference_flanker_std,interference_flanker_enh,interference_flanker_deg,ssp_refit,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker
155,2022-03-18T17:24:24Z,2022-03-18T17:50:04Z,1540,1,2022-03-18T17:50:05Z,0.8999999761581421,Chrome,99.0.4844.51,Macintosh,1512,982,"There were instructions during the flanker game that displayed examples of the arrows, however, since pushing any key moved on to the next section, I missed the first set of changed instructions since I saw the arrow display and clicked the right arrow thinking it was still apart of the test. I reacted too fast to the direction of the arrow before realizing there were written instructions on the page. It may be good to have to push the spacebar or something specific instead of any key so reactions to the arrows don't cause direction bypass.",1.539714867617108,654,75,334,69,54,91,-0.04905906297720703,-0.23685425714317843,-0.28096185736011803,-0.3591021620091827,-0.14130815423511814,-0.08519429338579677,3,3,2,2,4,1,1,3,1,4,4,1,3,1,4,3,1,1,3,3,0.6069769786668839,0,1,1,3,3,2.4,0,1,1,3,2,2,2,1,2,2,1,1,3,2,2,2,2,1,1,1,1,2,1,1,1,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1.8046486518867757,1.4142135623730951,1.25,0,2,0,1.8,0,1.1111111111111112,0,1.3333333333333333,0,1.1666666666666667,0,1.2857142857142858,0,1,0,1.2162162162162162,0,1,0,0,-1.133976287830408,-1.0349208292560044,-0.05499485428507328,-0.5449578417705389,1,1,1,1,1,1,2,1,1,1.889822365046136,1.1428571428571428,0,1,-0.874984074548163,4,5,5,4,2,2,5,7,6,4,3,1.6035674514745464,6.5,3.857142857142857,0,0.5237954851611282,0,0.5422436901348013,1,1,1,1,1,5,4,5,5,3,5,5,5,3,5,5,5,5,2,5,1.6761634196950514,1,0,5,0,3.8,0,4.6,0,4.466666666666667,0,1,2,2,4,1,2,3,4,2,1,3,2,1,3,1,4,1,2,2,2,0.7863975156570492,2.15,0,I lived with my mother and father an equal amount of time (joint custody),0,"Asian or Asian American (e.g., Chinese, Japanese, and others) & White, Caucasian, Anglo, European American",1,19,1,2,NA,1,4,4,Sales Associate,6,158,66,3,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.5367374999970198,0.5312499999990686,0.5357750000013038,0.6118870967741935,0.6016343750003725,0.669045161285708,1,1,1,0.96875,1,0.96875,0.079,0.358,0.463,0.01,1.522,68.14977605858495,1891.5505631490344,0.105,0.323,0.521,0.025,1.868,42.00205023666617,1826.548470233463,0.082,0.337,0.427,0.019,1.916,26.686507127454576,1849.1778783012037,152.2,74.72,100.84210526315789,FALSE,436,1.2918518518518518,0,1,0,0,3,FALSE
156,2022-03-18T17:32:46Z,2022-03-18T17:50:06Z,1040,1,2022-03-18T17:50:09Z,0.8999999761581421,Safari,13.1.2,Macintosh,1440,900,None,1.6,441,163,234,47,36,64,-0.4870083143801079,0.24906024340086375,-0.6442888150578462,-0.6304208112160707,-0.5104138360112311,-0.38862630265093906,2,2,2,4,2,2,2,3,1,3,3,1,1,2,2,2,2,1,2,2,0.8506963092234007,0,1,2,3,3,2.05,0,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,1,1,1,1,1,2,1,0,2,0,0,0,0,3,3,3,3,4,2,3,3,3,4,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,2,2,1.20559257357262,0.3518657752744984,1.25,0,1.5,0,3.1333333333333333,0,3,0,1.6666666666666667,0,1.1666666666666667,0,1.2857142857142858,0,2,0,1.864864864864865,0,0,0,0,-0.7128800728176956,-0.16958652623590453,-0.4466634660828154,-0.30812499615935995,2,2,4,3,2,3,3,3,2,0.7559289460184544,2.7142857142857144,0,2.5,0.6175027542984864,3,3,3,3,2,2,3,4,4,3,3,0.4879500364742666,4,2.7142857142857144,0,-0.14160432944649845,0,-0.48226576241552316,2,3,3,2,2,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,0.4140393356054125,2.4,0,3.4,0,3,0,3.2,0,3.2,0,2,1,2,3,2,1,2,2,2,1,1,2,3,1,1,2,1,2,1,3,0.812727700887249,1.75,0,"I lived with my mother, but not father, most of the time.",0,"White, Caucasian, Anglo, European American",0,30,0,1,NA,1,3,6,operations manager,5,185,74,4,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.6422903225806454,0.4211612903225769,0.46550000000000363,0.6453000000000018,0.5329677419354858,0.5595555555555501,1,1,1,0.9375,0.96875,0.84375,0.05,0.389,0.73,0.009,1.314,49.948157068464425,1925.0115979910743,0.061,0.357,0.876,0.012,1.465,121.30089553006752,1957.4138778699319,0.068,0.354,0.244,0.026,1.834,160.82929362099682,2023.3519727562546,146.00000000000003,122.08333333333334,70.53846153846155,FALSE,304,0.9007407407407407,1,1,0,0,3,FALSE
157,2022-03-18T17:15:16Z,2022-03-18T17:50:09Z,2093,1,2022-03-18T17:50:10Z,1,Chrome,98.0.4758.102,Windows NT 10.0,1920,1080,Nope! All good.,1.7777777777777777,634,606,383,163,181,72,-0.09018105841409914,2.695198013185076,-0.10293164808823121,0.8001684300566119,2.462937489407457,-0.29872052212793393,2,2,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2,0.998683343734455,0,0,1,3,3,1.55,0,1,2,4,1,5,4,1,3,2,1,1,1,2,3,1,1,2,1,1,1,1,3,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,3,1,1,1,1,2,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1.7719028301912156,1.5023790657297036,1.375,0,1,0,2.1333333333333333,0,1,0,1.5833333333333333,0,1.1666666666666667,0,1.8571428571428572,0,1,0,1.3783783783783783,0,1,0,0,-0.9475534843091554,-0.764012192344598,-0.39960647100849406,-0.581809331676546,1,1,1,1,1,1,1,1,1,1.9518001458970664,1,0,1,-0.9579186615539372,5,5,5,5,4,5,5,8,6,6,4,1.4960264830861913,7,4.857142857142857,0,1.384971609293624,0,1.6085957649392508,2,2,3,4,3,4,4,4,4,3,5,4,4,4,4,3,5,4,4,4,1.162919151265879,2.8,0,4.4,0,3.6,0,4,0,4,0,1,2,1,3,3,1,2,2,2,1,2,2,2,3,1,2,2,2,2,3,0.7591546545162482,1.95,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,28,1,2,NA,1,3,7,Archivist,3,150,62,3,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.6332874999344349,0.5187750000208616,0.5839781249761581,0.66891612908148,0.5865406250208616,0.6865624999701977,1,1,1,0.96875,1,1,0.146,0.36,0.648,0.01,1.313,13.645321705772025,1796.2418285236165,0.09,0.329,0.539,0.019,1.946,105.37117112442152,1889.448827212887,0.065,0.433,0.337,0.027,1.79,127.7944393228552,1951.3903339113997,131.29999999999998,102.42105263157895,66.2962962962963,FALSE,302,0.8948148148148148,0,1,0,0,3,FALSE
158,2022-03-18T17:31:36Z,2022-03-18T17:51:41Z,1205,1,2022-03-18T17:51:42Z,1,Chrome,98.0.4758.109,Macintosh,1440,900,no comments,1.6,530,91,347,63,37,78,-0.30401543468593806,-0.14850616613517076,-0.23372935285941338,-0.4330981572474249,-0.4899079648014471,-0.2312911867356801,3,3,3,1,3,1,1,3,1,3,3,2,1,1,3,3,1,1,3,4,0.5982430416161189,0,1,4,3,3,2.2,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,1,2,0,0,0,0,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1.4062281029326207,1,1.75,0,1.25,0,2.066666666666667,0,2,0,2.1666666666666665,0,1.5,0,1,0,1.6666666666666667,0,1.7567567567567568,0,1,0,0,-0.45846777624751495,-0.4641935230368383,-0.31345356682763886,-0.3888235449322386,1,1,2,1,1,2,2,2,1,1.6035674514745464,1.4285714285714286,0,1.5,-0.5157127766089035,5,4,5,4,2,2,4,6,3,4,4,1.3972762620115438,4.5,3.7142857142857144,0,0.5057464923561662,0,0.453847562613138,2,2,2,3,2,4,4,4,4,5,4,4,4,4,4,4,5,4,4,3,1.1872336794093274,2.2,0,4.2,0,4.2,0,3.8,0,4.066666666666666,0,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,0.9333020044867296,1.35,0,I lived with my mother and father an equal amount of time (joint custody),0,"Asian or Asian American (e.g., Chinese, Japanese, and others) & White, Caucasian, Anglo, European American",1,28,1,2,NA,1,3,6,medical assistant supervisor,4,150,63,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.6413656249949709,0.5587625000001862,0.5938781250026077,0.7347838709652423,0.6619500000009935,0.721323333332936,1,1,1,0.96875,0.9375,0.9375,0.08,0.406,0.462,0.007,1.454,51.45871475213074,1894.5299998194823,0.075,0.417,0.565,0.011,1.538,31.163761759453948,1877.611526114039,0.099,0.38,0.411,0.013,1.672,59.64842379482416,1884.3663330678428,207.7142857142857,139.81818181818184,128.6153846153846,FALSE,424,1.2562962962962962,0,1,0,0,3,FALSE
159,2022-03-18T17:36:37Z,2022-03-18T17:52:40Z,962,1,2022-03-18T17:52:40Z,1,Chrome,99.0.4844.51,Windows NT 10.0,1504,1003,NA,1.4995014955134596,497,62,224,43,35,56,-0.37186672715681,-0.3086370810871847,-0.680621510827619,-0.6797514747082323,-0.5309197072210152,-0.4785320831739442,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,0.6708203932499369,0,1,3,3,3,1.95,0,4,2,4,3,2,3,4,4,2,3,3,5,2,4,2,2,4,1,1,2,4,4,3,2,2,0,0,0,0,2,2,2,2,4,2,2,2,2,3,2,5,2,2,4,3,4,4,5,5,5,4,1,3,1,1,1,2,3,3,1,2,1,2,2,3,4,2,2,2,2,1.2944789205219511,0.9611501047232549,2.625,0,2,0,3.1333333333333333,0,2.2222222222222223,0,3.6666666666666665,0,1.8333333333333333,0,2,0,3,0,2.6486486486486487,0,1,0,0,0.6885807677714886,0.7729395299513293,-0.05499485428507328,0.358972337833128,2,2,3,1,1,2,2,8,8,1.0690449676496976,1.8571428571428572,0,8,2.2473185954686636,4,4,4,4,2,2,3,8,6,5,3,0.9511897312113419,7,3.2857142857142856,0,0.8279356899465183,0,0.417881599117705,2,2,3,2,3,4,4,4,5,4,5,5,4,4,5,4,4,2,4,1,1.4375905768565218,2.4,0,4,0,4,0,3.8,0,3.933333333333333,0,1,1,4,4,2,4,2,3,1,1,3,4,1,4,2,4,1,4,3,2,1.190974832912761,2.55,0,I lived with my mother and father an equal amount of time (joint custody),0,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,20,1,2,NA,1,4,4,Student,6,140,67,3,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.565654838710062,0.5084593749986962,0.5783903225809336,0.6890310344824503,0.5805464285723865,0.6306000000010245,0.96875,1,1,0.9354838709677419,0.9032258064516129,1,0.228,0.235,0.677,0.013,1.219,40.69257823588633,1822.220493551956,0.058,0.371,0.465,0.015,1.72,121.60971673083061,1977.456651025362,0.066,0.43,0.509,0.014,1.852,124.50918244729927,2020.940450362141,93.76923076923077,114.66666666666667,132.28571428571428,FALSE,476,1.4103703703703703,0,1,0,0,3,FALSE
160,2022-03-18T17:30:13Z,2022-03-18T17:52:57Z,1363,1,2022-03-18T17:52:59Z,1,Chrome,98.0.4758.102,Windows NT 10.0,1920,1080,NA,1.7777777777777777,508,86,324,105,56,161,-0.34924962966651935,-0.17611494457517315,-0.31729455312989086,0.08487380942027054,-0.10029641181555002,0.701481286190498,1,2,2,1,2,1,3,2,1,1,4,2,1,1,2,1,2,1,3,2,1.118033988749895,0,1,1,4,4,1.75,0,2,2,2,2,2,2,2,1,2,1,1,2,4,2,2,1,1,1,1,2,2,2,3,0,2,0,0,0,0,1,3,4,2,2,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,3,4,1,2,1,1,1,1.65763317647414,1.3020130933435712,1.625,0,1.25,0,1.9333333333333333,0,1.8888888888888888,0,1.5,0,1.5,0,1.1428571428571428,0,2.6666666666666665,0,1.6216216216216217,0,0,0,0,-0.6273449041432382,-0.6359820488750333,-0.5328163702636706,-0.584399209569352,1,1,4,1,1,1,1,1,1,1.4960264830861913,1.4285714285714286,0,1,-0.7091149005366146,4,4,3,3,1,1,3,3,3,1,2,1.2535663410560174,3,2.7142857142857144,0,-1.0930953560345533,0,-1.0618089707050569,1,3,1,3,1,5,4,5,5,3,5,4,3,2,5,1,5,5,3,4,1.5796322658258457,1.8,0,4.8,0,2.8,0,4.2,0,3.933333333333333,0,1,1,3,2,2,1,2,4,3,3,3,2,2,2,2,2,1,2,2,3,0.812727700887249,2.15,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,26,1,2,NA,1,2,4,Disabled,1,147,61,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.5644968749955297,0.47886562503129243,0.4926531250104308,0.6495548387342883,0.5863562499880791,0.5875516129232222,1,1,1,0.96875,1,1,0.191,0.249,0.805,0.019,1.995,161.90365583449847,1945.299125649582,0.087,0.327,0.606,0.013,1.674,106.15118063960304,1889.1774928811194,0.088,0.371,0.458,0.007,1.077,91.96231985099475,1919.5931321926876,105.00000000000001,128.76923076923077,153.85714285714286,FALSE,422,1.2503703703703704,0,1,0,0,3,FALSE
161,2022-03-18T17:33:37Z,2022-03-18T17:53:35Z,1197,1,2022-03-18T17:53:35Z,1,Chrome,98.0.4758.109,Macintosh,1366,768,"No, thank you!",1.7786458333333333,496,103,299,78,61,105,-0.37392282692865464,-0.08224509787916502,-0.4081262925543229,-0.24810816915181938,0.0022329442333702625,0.07214082252946219,4,4,2,2,4,2,4,4,2,4,3,3,3,2,4,4,3,2,4,4,0.8944271909999159,0,0,1,3,3,3.2,0,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,0,2,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1.8639942259766993,1.5976172734359604,1.125,0,1,0,1.5333333333333334,0,1.1111111111111112,0,1.1666666666666667,0,1.1666666666666667,0,1.2857142857142858,0,1,0,1.162162162162162,0,0,0,0,-1.2502163888495421,-1.2295227139920017,-0.6189692744445258,-0.9242459942182637,1,1,3,1,1,2,2,1,1,1.4638501094227998,1.5714285714285714,0,1,-0.6261803135308405,5,4,4,5,3,3,4,4,3,3,3,1.1126972805283737,3.5,4,0,-0.23191923190205752,0,0.15934845458074715,2,2,2,2,2,4,5,4,5,3,5,3,4,3,4,2,4,3,4,3,1.162919151265879,2,0,3.8,0,3.6,0,3.8,0,3.7333333333333334,0,3,3,1,3,2,1,1,1,1,2,2,2,3,1,2,1,2,2,2,2,0.9333020044867296,1.85,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,28,1,2,NA,1,3,6,Strength Coach,4,144,66,4,5,2,0,0,2,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5211812500022351,0.4593500000014901,0.45197812499850987,0.5798866666674614,0.5623733333329359,0.5830666666686535,1,1,1,0.9375,0.9375,0.9375,0.08,0.32,0.632,0.015,2.075,112.6873225121467,1957.5230179213577,0.069,0.33,0.585,0.015,1.808,20.49828823329181,1864.0732759743535,0.056,0.391,0.503,0.012,1.43,113.47077245394951,1959.9763908004077,138.33333333333334,120.53333333333335,119.16666666666666,FALSE,390,1.1555555555555557,0,1,0,0,3,FALSE
162,2022-03-18T17:36:29Z,2022-03-18T17:53:55Z,1046,1,2022-03-18T17:53:56Z,1,Firefox,95.0,Macintosh,1280,800,NA,1.6,488,68,292,42,43,66,-0.39037162510341145,-0.2755065469591818,-0.43355917959316387,-0.6920841405812727,-0.36687273754274274,-0.3661498575201878,3,3,2,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,0.5104177855340404,0,0,4,4,4,2.05,0,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,1,1,1,2,1,1,1,2,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3,2,3,4,4,4,3,1,1,1,3,2,1,3,3,1,2,2,2,1,2,2,2,2,2,2,0.9012837024557319,0.816496580927726,1.375,0,2,0,2.2666666666666666,0,3,0,3,0,1.8333333333333333,0,2,0,1.6666666666666667,0,2.5135135135135136,0,1,0,0,-0.21063510803690821,-0.2101982384117342,-0.05499485428507328,-0.13259654634840373,2,2,3,2,2,2,2,1,1,0.7867957924694432,2.142857142857143,0,1,-0.29444196550774376,4,4,4,2,1,1,3,6,6,3,3,1.3801311186847085,6,2.7142857142857144,0,0.2196552803757379,0,-0.262226321736228,4,4,4,4,4,2,4,2,2,4,4,3,4,3,3,3,3,3,3,3,0.6761234037828132,4,0,3,0,3.6,0,2.6,0,3.066666666666667,0,2,1,2,3,2,2,2,3,2,2,2,3,2,2,1,3,1,2,2,2,0.36634754853252327,2.05,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,28,0,1,NA,1,2,6,dog walker,1,150,68,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.4990322580645161,0.491,0.5640000000000001,0.5579642857142857,0.5514,0.6276774193548387,0.96875,1,1,0.875,0.967741935483871,0.96875,0.082,0.357,0.441,0.014,1.588,94.70906906416567,1918.2665045445742,0.066,0.355,0.528,0.027,1.945,60.348821648785375,1887.146057701193,0.05,0.375,0.435,0.016,1.769,89.87397908952533,1996.8923874559955,113.42857142857143,72.03703703703704,110.56249999999999,FALSE,387,1.1466666666666667,0,1,0,3,6,FALSE
164,2022-03-18T17:37:22Z,2022-03-18T17:56:18Z,1136,1,2022-03-18T17:56:19Z,0.8999999761581421,Chrome,100.0.4896.30,Macintosh,1536,960,NA,1.6,530,96,273,68,45,68,-0.30401543468593806,-0.12089738769516838,-0.5025913015557322,-0.37143482788222304,-0.3258609951231747,-0.3436734123894365,3,3,3,2,3,1,2,3,1,3,3,2,2,1,3,3,1,1,3,3,0.5231483637805969,0,1,1,2,2,2.3,0,2,2,2,2,2,2,2,1,2,2,4,3,3,3,2,2,3,1,1,2,3,3,1,0,2,0,0,0,0,2,2,1,1,2,1,1,1,2,2,4,1,1,1,1,3,2,1,1,2,4,2,1,1,1,2,1,1,1,3,1,2,2,2,1,1,1,2,1,1,2,1.5744773669313188,1.0327955589886444,2,0,1.5,0,2.2666666666666666,0,1.4444444444444444,0,1.9166666666666667,0,1.3333333333333333,0,1.7142857142857142,0,1,0,1.5945945945945945,0,0,0,0,-0.40144433046454353,-0.33852338221187406,-0.4466634660828154,-0.3925934241473447,1,1,3,1,1,2,1,1,1,1.5275252316519468,1.4285714285714286,0,1,-0.7091149005366146,5,5,5,5,3,3,4,7,7,6,4,1.2909944487358056,7,4.285714285714286,0,1.384971609293624,0,1.2989850639765426,1,2,2,3,1,5,5,5,5,2,5,5,3,4,5,5,5,4,5,4,1.7674302033770737,1.8,0,4.8,0,4,0,4.6,0,4.466666666666667,0,1,1,2,3,3,4,4,3,1,1,4,3,1,2,1,3,3,3,3,2,1.0563093645728086,2.4,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,23,1,2,NA,1,3,6,Researcher,2,160,64,1,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.5615031249988824,0.5062531249991152,0.514625,0.6522281250006053,0.5560250000006054,0.5880000000004967,1,1,1,1,1,0.9375,0.067,0.407,0.677,0.022,2.015,99.87009141876153,1948.1782146352648,0.154,0.292,0.724,0.026,1.555,45.499696218591886,1827.861640285447,0.101,0.417,0.735,0.014,1.6,46.545263811451605,1831.6215938332455,91.59090909090911,59.80769230769231,114.28571428571429,FALSE,384,1.1377777777777778,0,1,0,0,3,FALSE
165,2022-03-18T17:34:34Z,2022-03-18T17:57:03Z,1348,1,2022-03-18T17:57:04Z,0.8999999761581421,Chrome,98.0.4758.80,Macintosh,1440,900,NA,1.6,496,80,465,87,62,82,-0.37392282692865464,-0.20924547870317603,0.1949964572239059,-0.13711417629445607,0.02273881544315432,-0.18633829647417754,3,2,2,2,3,2,3,3,1,2,2,2,2,2,3,2,2,1,3,3,0.5871429486123998,0,1,2,1,1,2.25,0,4,1,3,3,3,3,2,3,3,2,4,2,2,2,3,4,3,5,4,3,3,4,3,8,1,1,0,1,0,1,2,1,1,1,1,2,1,1,3,1,2,1,2,2,1,2,2,3,3,3,4,2,2,5,3,2,3,5,1,1,2,3,2,2,2,1,2,3,4,2,1.4305755997312923,0.8618916073713346,3.625,0,2.75,0,2.6666666666666665,0,1.2222222222222223,0,2.0833333333333335,0,3,0,2.4285714285714284,0,1.6666666666666667,0,2.054054054054054,0,4,0,0,0.9517659021544338,0.7461928333125257,0.8615522685655875,0.8038725509390566,2,2,2,2,2,2,4,4,1,1.0690449676496976,2.2857142857142856,0,2.5,0.36869899328116373,4,5,5,5,4,4,4,6,7,3,3,1.0690449676496976,6.5,4.428571428571429,0,0.309970182831297,0,0.7216156413217214,2,3,3,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,0.7988086367179802,2.8,0,3.6,0,3.6,0,3.6,0,3.6,0,2,2,2,1,2,1,2,2,1,1,3,2,2,2,1,1,1,2,1,3,0.9679060415469871,1.7,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,21,1,2,NA,1,3,4,Student,4,118,61,1,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.544212499992922,0.44487500000558794,0.4761562500093132,0.6008827586132904,0.5233187500033527,0.5506625000014901,1,1,1,0.9354838709677419,1,1,0.109,0.328,0.751,0.015,1.392,26.241006291566812,1807.8623458576803,0.068,0.355,0.738,0.019,1.581,120.61081309123966,1910.8886229304264,0.065,0.37,0.41,0.017,1.982,118.73319168369369,1968.0111208233402,92.8,83.21052631578948,116.58823529411764,FALSE,430,1.2740740740740741,0,1,0,0,3,FALSE
