subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
567,0.076,0.445,0.317,0.087,1.662,93.24318662860234,1938.7649374762368,0.08,0.445,0.308,0.104,1.742,116.67375212018959,1945.1606217759256
