subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
241,0.061,0.334,0.578,0.031,1.832,103.45431359962512,1933.1259458056693,0.062,0.333,0.579,0.031,1.868,132.22979040311728,1972.5175829598252
