subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
163,0.056,0.38,0.484,0.022,1.704,50.317538467556425,1946.5357971377464,0.054,0.385,0.474,0.025,1.804,78.50638202291721,1948.3880952253285
