subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
60,0.051,0.341,0.361,0.024,1.982,80.21456144491853,1999.166206807889,0.05,0.342,0.362,0.029,2.062,103.21016345532982,2008.3160730232896
