subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
288,0.155,0.315,0.726,0.015,1.338,28.51602247736808,1825.369009881219,0.161,0.307,0.734,0.017,1.419,40.57076526858554,1826.7854211958804
