subj_idx,condition,congruency,response,rt
129,degraded,incongruent,1,0.5404000000059604
129,degraded,congruent,1,0.7355
129,degraded,incongruent,1,0.5291000000014902
129,degraded,congruent,1,0.48520000000298025
129,degraded,incongruent,1,0.7238999999985098
129,degraded,congruent,1,0.47870000000298024
129,degraded,congruent,1,0.5265
129,degraded,incongruent,1,0.5145
130,standard,congruent,1,0.5773999996185303
130,standard,incongruent,1,0.7159000000953675
130,standard,congruent,1,0.5895999999046325
130,standard,incongruent,1,0.7384000000953674
130,standard,incongruent,1,0.6435
130,standard,congruent,1,0.5872000002861023
130,standard,congruent,1,0.6764000000953674
130,standard,congruent,1,0.6130999999046326
130,standard,incongruent,1,0.6676000003814697
130,standard,incongruent,1,0.5855
130,standard,incongruent,1,0.5085
130,standard,incongruent,1,0.7459000000953674
130,standard,congruent,1,0.5948000001907349
130,standard,congruent,1,0.5882000002861023
130,standard,incongruent,1,0.6218000001907349
130,standard,congruent,1,0.6125999999046325
130,standard,incongruent,1,0.643
130,standard,incongruent,1,0.6139000000953674
130,standard,congruent,1,0.5868000001907349
130,standard,incongruent,1,0.6997000002861022
130,standard,congruent,1,0.578
130,standard,congruent,1,0.5420999999046325
130,standard,incongruent,1,0.6381999998092651
130,standard,incongruent,1,0.635
130,standard,congruent,1,0.566
130,standard,incongruent,1,0.5540999999046325
130,standard,incongruent,1,0.6932000002861023
130,standard,congruent,1,0.57
130,standard,congruent,1,0.523
130,standard,congruent,1,0.5005999999046326
130,standard,congruent,1,0.5066000003814697
130,standard,incongruent,1,0.6578000001907348
130,standard,incongruent,1,0.6137000002861023
130,standard,congruent,1,0.5220999999046325
130,standard,incongruent,1,0.6741000003814698
130,standard,congruent,1,0.7659000000953674
130,standard,congruent,1,0.5396000003814697
130,standard,congruent,1,0.579
130,standard,incongruent,1,0.5462000002861023
130,standard,incongruent,1,0.5808000001907349
130,standard,incongruent,1,0.6834000000953674
130,standard,congruent,1,0.5545
130,standard,incongruent,1,0.6179000000953674
130,standard,incongruent,1,0.5895999999046325
130,standard,incongruent,1,0.6578000001907348
130,standard,congruent,1,0.6607000002861023
130,standard,congruent,1,0.4828000001907349
130,standard,congruent,1,0.6125999999046325
130,standard,congruent,1,0.522
130,standard,incongruent,1,0.6901000003814697
130,standard,incongruent,1,0.5395
130,standard,congruent,1,0.5231999998092651
130,standard,incongruent,1,0.5963000001907348
130,standard,congruent,1,0.594
130,standard,congruent,1,0.534
130,standard,incongruent,1,0.6593000001907349
130,standard,incongruent,1,0.6493000001907349
130,standard,congruent,1,0.5472999997138978
130,standard,congruent,1,0.765
130,standard,congruent,1,0.5623000001907349
130,standard,incongruent,1,0.6512000002861023
130,standard,incongruent,1,0.6125
130,standard,congruent,1,0.55019999980926515
130,standard,incongruent,1,0.6032000002861023
130,enhanced,incongruent,1,0.5838000001907349
130,enhanced,congruent,1,0.5463999996185303
130,enhanced,congruent,1,0.47430000019073487
130,enhanced,incongruent,1,0.5625
130,enhanced,congruent,1,0.467
130,enhanced,incongruent,1,0.5260999999046325
130,enhanced,congruent,1,0.4741000003814697
130,enhanced,congruent,1,0.5161999998092651
130,enhanced,incongruent,1,0.5060999999046326
130,enhanced,incongruent,1,0.6754000000953674
130,enhanced,incongruent,1,0.5618000001907348
130,enhanced,congruent,1,0.5077999997138977
130,enhanced,congruent,1,0.491
130,enhanced,incongruent,1,0.5867999997138977
130,enhanced,congruent,1,0.48270000028610227
130,enhanced,incongruent,1,0.5486999998092651
130,enhanced,congruent,1,0.7049000000953675
130,enhanced,congruent,1,0.5459000000953674
130,enhanced,congruent,1,0.4905
130,enhanced,incongruent,1,0.6492000002861023
130,enhanced,congruent,1,0.5154000000953675
130,enhanced,incongruent,1,0.5615999999046326
130,enhanced,congruent,1,0.457
130,enhanced,incongruent,1,0.5397000002861023
130,enhanced,incongruent,1,0.5151999998092651
130,enhanced,congruent,1,0.4744000000953674
130,enhanced,incongruent,1,0.554
130,enhanced,incongruent,1,0.5622000002861023
130,enhanced,congruent,1,0.5132000002861022
130,enhanced,congruent,1,0.49019999980926515
130,enhanced,incongruent,1,0.5644000000953674
130,enhanced,incongruent,1,0.5252999997138977
130,enhanced,congruent,1,0.4496999998092651
130,enhanced,incongruent,1,0.5413000001907349
130,enhanced,incongruent,1,0.6137000002861023
130,enhanced,congruent,1,0.4337999997138977
130,enhanced,congruent,1,0.578
130,enhanced,congruent,1,0.538
130,enhanced,congruent,1,0.5691999998092652
130,enhanced,congruent,1,0.48390000009536743
130,enhanced,incongruent,1,0.5405999999046326
130,enhanced,incongruent,1,0.5742000002861023
130,enhanced,incongruent,1,0.5948000001907349
130,enhanced,incongruent,1,0.5531999998092652
130,enhanced,incongruent,1,0.6685999999046326
130,enhanced,incongruent,1,0.621
130,enhanced,congruent,1,0.4835999999046326
130,enhanced,congruent,1,0.5016999998092652
130,enhanced,congruent,1,0.5734000000953674
130,enhanced,incongruent,1,0.6673000001907349
130,enhanced,incongruent,1,0.5635
130,enhanced,congruent,1,0.5318000001907348
130,enhanced,congruent,1,0.5218000001907349
130,enhanced,incongruent,1,0.5145999999046326
130,enhanced,congruent,1,0.514
130,enhanced,incongruent,1,0.5952000002861023
130,enhanced,congruent,1,0.4765999999046326
130,enhanced,congruent,1,0.6769000000953674
130,enhanced,incongruent,1,0.6085
130,enhanced,incongruent,1,0.5791999998092652
130,enhanced,incongruent,1,0.5309000000953674
130,enhanced,congruent,1,0.4830999999046326
130,enhanced,incongruent,1,0.6104000000953674
130,enhanced,congruent,1,0.5400999999046325
130,degraded,congruent,1,0.6160999999046326
130,degraded,incongruent,1,0.6813000001907349
130,degraded,congruent,1,0.5979000000953675
130,degraded,congruent,1,0.6115999999046325
130,degraded,incongruent,1,0.7098000001907349
130,degraded,congruent,1,0.6933000001907349
130,degraded,incongruent,1,0.5541999998092652
130,degraded,incongruent,1,0.6926000003814697
130,degraded,incongruent,1,0.66
130,degraded,incongruent,1,0.7077000002861022
130,degraded,congruent,1,0.6118000001907349
130,degraded,congruent,1,0.612
130,degraded,incongruent,1,0.6658999996185303
130,degraded,congruent,1,0.6101999998092651
130,degraded,congruent,1,0.58
130,degraded,incongruent,1,0.6595
130,degraded,incongruent,1,0.5933999996185303
130,degraded,incongruent,1,0.5405
130,degraded,incongruent,1,0.6905
130,degraded,incongruent,1,0.6537000002861023
130,degraded,congruent,1,0.6182999997138977
130,degraded,congruent,1,0.5659000000953675
130,degraded,incongruent,1,0.6019000000953675
130,degraded,incongruent,1,0.6832000002861023
130,degraded,incongruent,1,0.57
130,degraded,congruent,1,0.5344000000953675
130,degraded,congruent,1,0.5554000000953674
130,degraded,incongruent,1,0.5939000000953675
130,degraded,congruent,1,0.5688000001907348
130,degraded,congruent,1,0.5469000000953674
130,degraded,congruent,1,0.5644000000953674
130,degraded,congruent,1,0.5257000002861023
130,degraded,congruent,1,0.5141999998092651
130,degraded,incongruent,1,0.5618000001907348
130,degraded,incongruent,1,0.6342999997138977
130,degraded,congruent,1,0.5555999999046326
130,degraded,incongruent,1,0.5643000001907349
130,degraded,incongruent,1,0.5872000002861023
130,degraded,congruent,1,0.5802000002861023
130,degraded,congruent,1,0.6513000001907349
130,degraded,congruent,1,0.5407000002861023
130,degraded,incongruent,1,0.5887000002861023
130,degraded,congruent,1,0.5140999999046326
130,degraded,incongruent,1,0.6051000003814697
130,degraded,incongruent,1,0.6442000002861022
130,degraded,congruent,1,0.4766000003814697
130,degraded,incongruent,1,0.693
130,degraded,congruent,1,0.6257000002861023
130,degraded,incongruent,1,0.5931999998092652
130,degraded,incongruent,1,0.6519000000953674
130,degraded,congruent,1,0.5975
130,degraded,incongruent,1,0.6433000001907349
130,degraded,incongruent,1,0.5703999996185303
130,degraded,congruent,1,0.5966000003814698
130,degraded,congruent,1,0.6592000002861023
130,degraded,incongruent,1,0.6335999999046326
130,degraded,congruent,1,0.5485
130,degraded,congruent,1,0.5580999999046325
130,degraded,congruent,1,0.6128000001907349
130,degraded,congruent,1,0.5778000001907349
130,degraded,incongruent,1,0.5746000003814697
130,degraded,incongruent,1,0.6515
130,degraded,incongruent,1,0.61269999980926515
131,standard,incongruent,1,0.7632000000000116
131,standard,congruent,1,0.5485999999999767
131,standard,congruent,1,0.5244000000000233
131,standard,incongruent,1,0.5084000000000233
131,standard,incongruent,1,0.8211999999999534
131,standard,incongruent,1,1.0775999999999768
131,standard,congruent,1,0.7083999999999651
131,standard,incongruent,1,0.6448999999999651
131,standard,congruent,1,0.652
131,standard,incongruent,1,0.7979000000000233
131,standard,congruent,1,0.7866000000000349
131,standard,congruent,1,0.6500999999999767
131,standard,incongruent,1,0.6762999999999884
131,standard,congruent,1,0.6204000000000233
131,standard,incongruent,1,0.6923000000000465
131,standard,congruent,1,0.5404000000000233
131,standard,incongruent,1,0.5881000000000349
131,standard,congruent,1,0.5729000000000233
131,standard,incongruent,1,0.5975999999999767
131,standard,congruent,1,0.5238999999999651
131,standard,incongruent,1,0.5327000000000116
131,standard,congruent,1,0.5725999999999767
131,standard,congruent,1,0.6286000000000349
131,standard,incongruent,1,0.6285
131,standard,incongruent,1,0.6924000000000233
131,standard,congruent,1,0.6283000000000466
131,standard,congruent,1,0.9087000000000116
131,standard,incongruent,1,1.197
131,standard,congruent,1,0.8210999999999767
131,standard,incongruent,1,0.9409000000000233
131,standard,congruent,1,0.7327999999999883
131,standard,incongruent,1,0.8771999999999535
131,standard,congruent,1,0.7327999999999883
131,standard,congruent,1,0.8765
131,standard,incongruent,1,0.8764000000000233
131,standard,incongruent,1,0.7403000000000466
131,standard,incongruent,1,0.6452000000000117
131,standard,congruent,1,0.6283999999999069
131,standard,incongruent,1,0.63
131,standard,incongruent,1,0.5888999999999068
131,standard,incongruent,1,0.6447999999999301
131,standard,incongruent,1,0.5407999999999301
131,standard,congruent,1,0.6845999999999767
131,standard,incongruent,1,0.5404000000000233
131,standard,congruent,1,0.637
131,standard,congruent,1,0.4761000000000931
131,standard,congruent,1,0.46010000000009316
131,standard,congruent,1,0.44420000000006987
131,standard,incongruent,1,0.532
131,standard,incongruent,1,0.525
131,standard,incongruent,1,0.8447999999999302
131,standard,congruent,1,0.5572999999999302
131,standard,congruent,1,0.588
131,standard,incongruent,1,0.7165
131,standard,congruent,1,0.5965
131,standard,incongruent,1,0.6044000000000233
131,standard,incongruent,1,0.7004000000000233
131,standard,incongruent,1,0.5334000000000233
131,standard,congruent,1,0.7516999999999534
131,standard,congruent,1,0.8111999999999534
131,standard,incongruent,1,0.6861999999999534
131,standard,congruent,1,0.5661999999999534
131,standard,congruent,1,0.614
131,standard,congruent,1,0.6225999999999767
131,enhanced,incongruent,1,0.627
131,enhanced,incongruent,1,0.6291999999999535
131,enhanced,congruent,1,0.5088000000000465
131,enhanced,congruent,1,0.5654000000000233
131,enhanced,congruent,1,0.4609000000000233
131,enhanced,incongruent,1,0.5249000000000232
131,enhanced,congruent,1,0.5012000000000698
131,enhanced,incongruent,1,0.5324000000000233
131,enhanced,incongruent,1,0.5255
131,enhanced,congruent,1,0.4837999999999302
131,enhanced,congruent,1,0.4302999999999301
131,enhanced,incongruent,1,0.5412999999999302
131,enhanced,incongruent,1,0.49959999999997673
131,enhanced,congruent,1,0.5255999999999768
131,enhanced,incongruent,1,0.7639000000000233
131,enhanced,congruent,1,0.5648000000000466
131,enhanced,congruent,1,0.5249000000000232
131,enhanced,incongruent,1,0.6445999999999767
131,enhanced,congruent,1,0.6845999999999767
131,enhanced,incongruent,1,0.5726000000000931
131,enhanced,congruent,1,0.5330999999999767
131,enhanced,incongruent,1,0.549
131,enhanced,incongruent,1,0.7649000000000232
131,enhanced,congruent,1,0.582
131,enhanced,incongruent,1,0.6291999999999535
131,enhanced,incongruent,1,0.477
131,enhanced,incongruent,1,0.5408000000000466
131,enhanced,congruent,1,0.5092999999999301
131,enhanced,congruent,1,0.5085
131,enhanced,congruent,1,0.4686000000000931
131,enhanced,incongruent,1,0.5726999999999535
131,enhanced,congruent,1,0.5163999999999068
131,enhanced,incongruent,1,0.47689999999990684
131,enhanced,incongruent,1,0.46819999999995343
131,enhanced,congruent,1,0.49390000000002326
131,enhanced,incongruent,1,0.573
131,enhanced,incongruent,1,0.5410999999999767
131,enhanced,incongruent,1,0.621
131,enhanced,congruent,1,0.5809000000000233
131,enhanced,incongruent,1,0.5968000000000465
131,enhanced,incongruent,1,0.7566000000000931
131,enhanced,congruent,1,0.5398999999999069
131,enhanced,congruent,1,0.43840000000002327
131,enhanced,congruent,1,0.6518999999999069
131,enhanced,congruent,1,0.7002999999999302
131,enhanced,congruent,1,0.5502999999999302
131,enhanced,congruent,1,0.4922999999999301
131,enhanced,incongruent,1,0.5490999999999767
131,enhanced,congruent,1,0.5095999999999767
131,enhanced,incongruent,1,0.5558000000000466
131,enhanced,congruent,1,0.6135
131,enhanced,incongruent,1,0.7167000000000698
131,enhanced,incongruent,1,0.5645999999999767
131,enhanced,incongruent,1,0.6206999999999534
131,enhanced,congruent,1,0.5495
131,enhanced,congruent,1,0.4769000000000233
131,enhanced,congruent,1,0.5161999999999535
131,enhanced,incongruent,1,0.5493000000000465
131,enhanced,incongruent,1,0.525
131,enhanced,incongruent,1,0.7249000000000233
131,enhanced,incongruent,1,0.596
131,enhanced,congruent,1,0.4705999999999767
131,enhanced,congruent,1,0.5492000000000699
131,enhanced,congruent,1,0.7245999999999767
131,degraded,incongruent,1,0.6349000000000233
131,degraded,congruent,1,0.828
131,degraded,incongruent,1,0.6455
131,degraded,incongruent,1,0.637
131,degraded,congruent,1,0.5808000000000466
131,degraded,congruent,1,0.5885
131,degraded,congruent,1,0.6929000000000233
131,degraded,congruent,1,0.46780000000004657
131,degraded,congruent,1,0.5583000000000465
131,degraded,incongruent,1,0.6841999999999534
131,degraded,congruent,1,0.5562999999999302
131,degraded,congruent,1,0.5460999999999767
131,degraded,incongruent,1,0.7327999999999302
131,degraded,incongruent,1,0.5414000000000233
131,degraded,incongruent,1,0.6601999999999534
131,degraded,incongruent,1,0.5630999999999767
131,degraded,incongruent,1,0.583
131,degraded,congruent,1,0.5167999999999302
131,degraded,congruent,1,0.6280999999999767
131,degraded,congruent,1,0.5245
131,degraded,incongruent,1,0.9174000000000233
131,degraded,incongruent,1,0.6043999999999069
131,degraded,congruent,1,0.47820000000006985
131,degraded,incongruent,1,0.5811000000000931
131,degraded,incongruent,1,0.8531000000000931
131,degraded,congruent,1,0.5892999999999301
131,degraded,incongruent,1,0.869
131,degraded,congruent,1,0.6283000000000466
131,degraded,congruent,1,0.814
131,degraded,incongruent,1,0.7019000000000233
131,degraded,incongruent,1,0.6455
131,degraded,incongruent,1,0.5980999999999768
131,degraded,congruent,1,0.5720999999999767
131,degraded,incongruent,1,0.5502000000000699
131,degraded,incongruent,1,0.5491000000000932
131,degraded,congruent,1,0.5087999999999302
131,degraded,incongruent,1,0.5337999999999301
131,degraded,incongruent,1,0.7247999999999302
131,degraded,incongruent,1,0.5405999999999768
131,degraded,incongruent,1,0.614
131,degraded,congruent,1,0.7026999999999535
131,degraded,congruent,1,0.6445999999999767
131,degraded,congruent,1,0.4457000000000699
131,degraded,congruent,1,0.5023000000000466
131,degraded,congruent,1,0.6292000000000698
131,degraded,incongruent,1,0.4848000000000466
131,degraded,congruent,1,0.502
131,degraded,incongruent,1,0.6369000000000233
131,degraded,congruent,1,0.5087999999999302
131,degraded,incongruent,1,0.6126999999999534
131,degraded,incongruent,1,0.6285999999999767
131,degraded,incongruent,1,0.6362999999999301
131,degraded,congruent,1,0.5805999999999767
131,degraded,incongruent,1,0.6293000000000466
131,degraded,congruent,1,0.8293000000000466
131,degraded,congruent,1,0.501
131,degraded,incongruent,1,0.9014000000000233
131,degraded,congruent,1,0.7174000000000232
131,degraded,congruent,1,0.5411999999999534
131,degraded,incongruent,1,0.9409000000000233
131,degraded,congruent,1,0.7653999999999068
131,degraded,congruent,1,0.7805999999999768
131,degraded,incongruent,1,0.9178000000000466
132,standard,congruent,1,0.4955
132,standard,incongruent,1,0.5418999999761581
132,standard,incongruent,1,0.5513999999761582
132,standard,congruent,1,0.4445
132,standard,congruent,1,0.4032999999523163
132,standard,congruent,1,0.4813999999761581
132,standard,congruent,1,0.4113999999761581
132,standard,congruent,1,0.4362000000476837
132,standard,incongruent,1,0.5045999999046326
132,standard,incongruent,1,0.4947000000476837
132,standard,congruent,1,0.5013000000715255
132,standard,incongruent,1,0.6256000000238419
132,standard,incongruent,1,0.5255
132,standard,congruent,1,0.46069999992847444
132,standard,incongruent,1,0.5747000000476837
132,standard,incongruent,1,0.49689999997615814
132,standard,incongruent,1,0.5341999999284744
132,standard,incongruent,1,0.5047000000476837
132,standard,congruent,1,0.5481999999284745
132,standard,incongruent,1,0.5163999999761582
132,standard,incongruent,1,0.48979999995231627
132,standard,congruent,1,0.439
132,standard,congruent,1,0.4392000000476837
132,standard,congruent,1,0.428
132,standard,incongruent,0,0.349
132,standard,congruent,1,0.6517000000476837
132,standard,incongruent,1,0.538
132,standard,congruent,1,0.38439999997615815
132,standard,incongruent,1,0.5655
132,standard,incongruent,1,0.5869000000953675
132,standard,congruent,1,0.4687000000476837
132,standard,congruent,1,0.5031999999284744
132,standard,incongruent,0,0.40269999992847444
132,standard,congruent,1,0.46619999992847444
132,standard,congruent,1,0.46980000007152556
132,standard,incongruent,1,0.576
132,standard,incongruent,1,0.5803999999761581
132,standard,incongruent,0,0.4585
132,standard,congruent,1,0.6775
132,standard,congruent,1,0.466
132,standard,incongruent,1,0.5864000000953674
132,standard,congruent,1,0.6991999999284745
132,standard,incongruent,1,0.5586000000238418
132,standard,congruent,1,0.46419999992847444
132,standard,incongruent,1,0.6786999999284744
132,standard,congruent,1,0.45869999992847443
132,standard,incongruent,1,0.5611000000238419
132,standard,congruent,1,0.6721000000238418
132,standard,congruent,1,0.4915
132,standard,incongruent,1,0.48529999995231626
132,standard,congruent,1,0.5178000000715256
132,standard,incongruent,0,0.40510000002384183
132,standard,congruent,1,0.5686000000238418
132,standard,incongruent,1,0.6163999999761581
132,standard,incongruent,1,0.5178999999761581
132,standard,congruent,1,0.53
132,standard,incongruent,1,0.5918999999761582
132,standard,congruent,1,0.5157999999523163
132,standard,incongruent,1,0.5153000000715255
132,standard,incongruent,1,0.5202999999523162
132,standard,congruent,1,0.5291000000238418
132,standard,congruent,1,0.4467999999523163
132,standard,incongruent,1,0.6098999999761582
132,standard,congruent,1,0.4503000000715256
132,enhanced,incongruent,1,0.5607999999523163
132,enhanced,congruent,1,0.5198999999761581
132,enhanced,incongruent,1,0.5112000000476837
132,enhanced,incongruent,1,0.5233000000715256
132,enhanced,congruent,1,0.3955
132,enhanced,congruent,1,0.40410000002384183
132,enhanced,congruent,1,0.42759999990463254
132,enhanced,incongruent,1,0.44989999997615815
132,enhanced,congruent,1,0.4085
132,enhanced,incongruent,0,0.46819999992847444
132,enhanced,incongruent,1,0.5905
132,enhanced,congruent,1,0.46130000007152555
132,enhanced,incongruent,1,0.4571000000238419
132,enhanced,incongruent,1,0.5087000000476837
132,enhanced,congruent,1,0.4602000000476837
132,enhanced,congruent,1,0.45870000004768374
132,enhanced,congruent,1,0.5203000000715255
132,enhanced,incongruent,1,0.4782000000476837
132,enhanced,incongruent,1,0.4675
132,enhanced,incongruent,1,0.4802000000476837
132,enhanced,congruent,1,0.5005
132,enhanced,congruent,1,0.5187000000476837
132,enhanced,congruent,1,0.4542999999523163
132,enhanced,incongruent,1,0.5066000000238419
132,enhanced,incongruent,1,0.5512999999523163
132,enhanced,congruent,1,0.6081999999284744
132,enhanced,congruent,1,0.44260000002384187
132,enhanced,incongruent,1,0.6407000000476837
132,enhanced,congruent,1,0.4134000000953674
132,enhanced,incongruent,1,0.4717000000476837
132,enhanced,incongruent,1,0.4897000000476837
132,enhanced,congruent,1,0.479
132,enhanced,incongruent,1,0.4935
132,enhanced,congruent,1,0.6438000000715256
132,enhanced,congruent,0,0.5037999999523163
132,enhanced,incongruent,1,0.453
132,enhanced,congruent,1,0.4858000000715256
132,enhanced,incongruent,1,0.47910000002384184
132,enhanced,incongruent,1,0.5033999999761581
132,enhanced,congruent,1,0.4415
132,enhanced,congruent,1,0.4730999999046326
132,enhanced,congruent,1,0.47719999992847445
132,enhanced,incongruent,1,0.52
132,enhanced,congruent,1,0.6153000000715255
132,enhanced,incongruent,1,0.5733999999761581
132,enhanced,incongruent,1,0.5057000000476837
132,enhanced,congruent,1,0.4272000000476837
132,enhanced,incongruent,1,0.3752000000476837
132,enhanced,congruent,1,0.43240000009536744
132,enhanced,congruent,1,0.46039999997615816
132,enhanced,incongruent,1,0.5176999999284744
132,enhanced,incongruent,1,0.5251000000238418
132,enhanced,congruent,1,0.37160000002384186
132,enhanced,incongruent,1,0.5531000000238419
132,enhanced,incongruent,1,0.43060000002384186
132,enhanced,congruent,1,0.458
132,enhanced,incongruent,1,0.5027000000476837
132,enhanced,incongruent,1,0.4571000000238419
132,enhanced,congruent,1,0.41529999995231626
132,enhanced,congruent,1,0.5045
132,enhanced,congruent,1,0.681
132,enhanced,incongruent,1,0.4733999999761581
132,enhanced,congruent,1,0.42060000002384185
132,enhanced,incongruent,1,0.5411000000238418
132,degraded,congruent,1,0.7833999999761582
132,degraded,incongruent,1,0.7356000000238418
132,degraded,congruent,1,0.4772000000476837
132,degraded,incongruent,1,0.6537000000476837
132,degraded,congruent,1,0.514
132,degraded,incongruent,1,0.5566000000238419
132,degraded,congruent,1,0.5298999999761581
132,degraded,congruent,1,0.4942000000476837
132,degraded,incongruent,1,0.6813999999761582
132,degraded,incongruent,1,0.5306000000238419
132,degraded,incongruent,1,0.618
132,degraded,incongruent,1,0.5532999999523163
132,degraded,incongruent,1,0.6183000000715255
132,degraded,congruent,1,0.5278000000715256
132,degraded,congruent,1,0.43959999990463255
132,degraded,congruent,1,0.5342000000476838
132,degraded,incongruent,1,0.5052000000476837
132,degraded,congruent,1,0.4506000000238419
132,degraded,congruent,1,0.46519999992847444
132,degraded,incongruent,1,0.563
132,degraded,incongruent,1,0.5382000000476838
132,degraded,incongruent,1,0.5315
132,degraded,incongruent,1,0.49860000002384186
132,degraded,incongruent,1,0.5037999999523163
132,degraded,congruent,1,0.5277999999523163
132,degraded,incongruent,1,0.5831999999284744
132,degraded,incongruent,1,0.5842000000476837
132,degraded,congruent,1,0.6075
132,degraded,congruent,1,0.5573000000715256
132,degraded,congruent,1,0.5895
132,degraded,congruent,1,0.7378999999761582
132,degraded,congruent,1,0.6124000000953674
132,degraded,congruent,1,0.7713999999761582
132,degraded,incongruent,1,0.5187000000476837
132,degraded,congruent,1,0.5575
132,degraded,incongruent,1,0.5865999999046325
132,degraded,congruent,1,0.6178999999761582
132,degraded,congruent,1,0.6143999999761581
132,degraded,congruent,1,0.5115
132,degraded,congruent,1,0.537
132,degraded,incongruent,1,0.5273000000715256
132,degraded,incongruent,1,0.5857000000476837
132,degraded,incongruent,1,0.5101999999284744
132,degraded,incongruent,1,0.5742999999523163
132,degraded,incongruent,1,0.6198999999761582
132,degraded,congruent,1,0.5694000000953674
132,degraded,congruent,1,0.6027999999523163
132,degraded,incongruent,1,0.5237999999523163
132,degraded,congruent,1,0.4566000000238419
132,degraded,congruent,1,0.5518999999761581
132,degraded,incongruent,1,0.5093999999761581
132,degraded,incongruent,1,0.6993000000715256
132,degraded,incongruent,1,0.6115
132,degraded,congruent,1,0.4921999999284744
132,degraded,incongruent,1,0.6108999999761582
132,degraded,congruent,1,0.5083000000715255
132,degraded,incongruent,1,0.575
132,degraded,congruent,1,0.5301999999284744
132,degraded,incongruent,1,0.5021000000238418
132,degraded,congruent,1,0.6941000000238419
132,degraded,incongruent,1,0.621
132,degraded,congruent,1,0.5716999999284744
132,degraded,congruent,1,0.5976000000238418
132,degraded,incongruent,1,0.4856999999284744
133,standard,congruent,1,0.5493000000119209
133,standard,incongruent,1,0.6228000000119209
133,standard,incongruent,1,0.605199999988079
133,standard,congruent,1,0.5355
133,standard,incongruent,1,0.6866999999880791
133,standard,incongruent,1,0.652800000011921
133,standard,incongruent,1,0.6913000000119209
133,standard,incongruent,1,0.6417999999821186
133,standard,congruent,1,0.5191999999880791
133,standard,congruent,1,0.49119999998807906
133,standard,incongruent,1,0.5975999999940396
133,standard,congruent,1,0.4587999999821186
133,standard,congruent,1,0.43580000001192093
133,standard,congruent,1,0.4715999999940395
133,standard,incongruent,1,0.49440000000596046
133,standard,congruent,1,0.6165
133,standard,congruent,1,0.5068000000119209
133,standard,congruent,1,0.5778999999761582
133,standard,congruent,1,0.586300000011921
133,standard,incongruent,1,0.5712999999821186
133,standard,congruent,1,0.5859000000059604
133,standard,congruent,1,0.6095
133,standard,incongruent,1,0.6595999999940395
133,standard,incongruent,1,0.8090999999940396
133,standard,congruent,1,0.606
133,standard,incongruent,1,0.5449000000059605
133,standard,incongruent,1,0.659
133,standard,congruent,1,0.5455
133,standard,incongruent,1,0.524800000011921
133,standard,incongruent,1,0.5670999999940395
133,standard,congruent,1,0.5326000000238419
133,standard,incongruent,1,0.5316000000238419
133,standard,congruent,1,0.4596999999880791
133,standard,incongruent,1,0.49509999999403953
133,standard,incongruent,1,0.4912999999821186
133,standard,incongruent,1,0.7083999999761581
133,standard,congruent,1,0.46759999999403956
133,standard,congruent,1,0.47769999998807905
133,standard,congruent,1,0.4053000000119209
133,standard,congruent,1,0.43819999998807907
133,standard,incongruent,1,0.5629000000059604
133,standard,congruent,1,0.49440000000596046
133,standard,incongruent,1,0.615
133,standard,congruent,1,0.5379000000059605
133,standard,incongruent,1,0.717
133,standard,incongruent,1,0.5231000000238418
133,standard,incongruent,1,0.5365
133,standard,congruent,1,0.6167999999821187
133,standard,incongruent,1,0.4862999999821186
133,standard,congruent,1,0.5322999999821186
133,standard,incongruent,1,0.511699999988079
133,standard,congruent,1,0.42290000000596045
133,standard,congruent,1,0.4412999999821186
133,standard,incongruent,1,0.6675999999940395
133,standard,incongruent,1,0.5455999999940395
133,standard,congruent,1,0.6690999999940396
133,standard,congruent,1,0.4193000000119209
133,standard,incongruent,1,0.4688000000119209
133,standard,incongruent,1,0.537
133,standard,congruent,1,0.4285
133,standard,congruent,1,0.4205
133,standard,incongruent,1,0.4730999999940395
133,standard,congruent,1,0.46820000001788137
133,standard,incongruent,0,0.357
133,enhanced,incongruent,1,0.5280999999940396
133,enhanced,congruent,1,0.4446999999880791
133,enhanced,incongruent,1,0.4591999999880791
133,enhanced,incongruent,1,0.5201000000238418
133,enhanced,incongruent,1,0.4574000000059605
133,enhanced,incongruent,1,0.5037000000178814
133,enhanced,congruent,1,0.37230000001192093
133,enhanced,incongruent,1,0.5098999999761581
133,enhanced,congruent,1,0.4810999999940395
133,enhanced,incongruent,1,0.5069000000059605
133,enhanced,congruent,1,0.46870000001788137
133,enhanced,incongruent,1,0.5654000000059605
133,enhanced,congruent,1,0.4215999999940395
133,enhanced,congruent,1,0.3844000000059605
133,enhanced,congruent,1,0.47010000002384184
133,enhanced,congruent,1,0.4539000000059605
133,enhanced,congruent,1,0.37640000000596047
133,enhanced,congruent,1,0.38959999999403955
133,enhanced,congruent,1,0.47919999998807905
133,enhanced,congruent,1,0.5109000000059605
133,enhanced,incongruent,1,0.658
133,enhanced,congruent,1,0.4655
133,enhanced,incongruent,1,0.5262999999821186
133,enhanced,incongruent,1,0.5356000000238419
133,enhanced,congruent,1,0.4435
133,enhanced,incongruent,1,0.591199999988079
133,enhanced,incongruent,1,0.5148999999761581
133,enhanced,incongruent,1,0.6465999999940395
133,enhanced,incongruent,1,0.41490000000596045
133,enhanced,incongruent,1,0.5535
133,enhanced,congruent,1,0.4541000000238419
133,enhanced,congruent,1,0.41510000002384184
133,enhanced,congruent,1,0.4995
133,enhanced,congruent,1,0.455
