subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
332,0.049,0.362,0.505,0.016,1.57,29.12150405700894,1901.6198918441228,0.049,0.364,0.512,0.017,1.605,42.146019128522475,1902.5403969207023
