subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
270,0.088,0.412,0.412,0.063,1.808,48.47053927706986,1835.329430266376,0.09,0.409,0.418,0.07,1.937,79.00051216717864,1864.3544361939084
