subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
15,0.096,0.484,0.612,0.039,1.89,21.017173177226915,1807.2662310127057,0.099,0.483,0.617,0.04,1.964,35.560221385671134,1817.8402840049587
