subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
548,0.253,0.272,0.847,0.018,1.812,115.58899086533455,1919.0914802549123,0.26,0.265,0.846,0.018,1.908,133.24745836646264,1923.1296663848775
