subject,start_a,start_t0,start_p,start_rd,start_sda,start_g2,start_bbic,a,t0,p,rd,sda,g2,bbic
1,0.077,0.389,0.455,0.015,1.707,109.94376678825115,1949.8293465813902,0.077,0.386,0.467,0.017,1.721,135.39327615272862,1965.206178330676
